Year,MonthNo,Day,Hour,Minute,Property (groups),SumPower
2021,7,2,2,15,"SmartMeter",10679.478752436646
2021,7,2,2,30,"SmartMeter",10027.95
2021,7,2,2,45,"SmartMeter",9124.3888888888887
2021,7,2,3,0,"SmartMeter",8911.2666666666664
2021,7,2,3,15,"SmartMeter",8340.2252380952377
2021,7,2,3,30,"SmartMeter",9470.7333333333354
2021,7,2,3,45,"SmartMeter",14676.067243867245
2021,7,2,4,0,"SmartMeter",12353.877018633542
2021,7,2,4,15,"SmartMeter",11660.725018853695
2021,7,2,4,30,"SmartMeter",11132.844945054943
2021,7,2,4,45,"SmartMeter",12038.966088796258
2021,7,2,5,0,"SmartMeter",11157.106629143214
2021,7,2,5,15,"SmartMeter",10569.838823529411
2021,7,2,5,30,"SmartMeter",12941.124429223744
2021,7,2,5,45,"SmartMeter",10174.675707124954
2021,7,2,6,0,"SmartMeter",10371.711599511598
2021,7,2,6,15,"SmartMeter",11451.718475968477
2021,7,2,6,30,"SmartMeter",14700.484767627009
2021,7,2,6,45,"SmartMeter",11555.196084266969
2021,7,2,7,0,"SmartMeter",12416.339639256958
2021,7,2,7,15,"SmartMeter",8863.18538361724
2021,7,2,7,30,"SmartMeter",7572.857691468309
2021,7,2,7,45,"SmartMeter",14168.367426408488
2021,7,2,8,0,"SmartMeter",9522.0113151970654
2021,7,2,8,15,"SmartMeter",10051.773891311286
2021,7,2,8,30,"SmartMeter",6825.0341317176008
2021,7,2,8,45,"SmartMeter",3254.5877776870361
2021,7,2,9,0,"SmartMeter",12694.700235976397
2021,7,2,9,15,"SmartMeter",8961.5097500576921
2021,7,2,9,30,"SmartMeter",6508.8205892925653
2021,7,2,9,45,"SmartMeter",4723.1188486440715
2021,7,2,10,0,"SmartMeter",4673.7314665599561
2021,7,2,10,15,"SmartMeter",4834.7909672468377
2021,7,2,10,30,"SmartMeter",4915.8649574081837
2021,7,2,10,45,"SmartMeter",9146.6298654208385
2021,7,2,11,0,"SmartMeter",13256.882326381468
