Year,MonthNo,Day,Hour,Minute,Property (groups),SumPower
2021,1,5,8,15,"SmartMeter",34302.656808652187
2021,1,5,8,30,"SmartMeter",38269.286541636327
2021,1,5,8,45,"SmartMeter",44725.358099504287
2021,1,5,9,0,"SmartMeter",49043.711010442959
2021,1,5,9,15,"SmartMeter",49806.515260707551
2021,1,5,9,30,"SmartMeter",47659.744524154768
2021,1,5,9,45,"SmartMeter",47249.081500450164
2021,1,5,10,0,"SmartMeter",53880.762463866733
2021,1,5,10,15,"SmartMeter",55914.170345493018
2021,1,5,10,30,"SmartMeter",54249.10625320598
2021,1,5,10,45,"SmartMeter",51525.9311855693
2021,1,5,11,0,"SmartMeter",47913.473317616372
2021,1,5,11,15,"SmartMeter",48425.778972092747
2021,1,5,11,30,"SmartMeter",59272.395495043573
2021,1,5,11,45,"SmartMeter",61731.917975519289
2021,1,5,12,0,"SmartMeter",60720.300037346504
2021,1,5,12,15,"SmartMeter",59261.415933553282
2021,1,5,12,30,"SmartMeter",55988.756814935841
2021,1,5,12,45,"SmartMeter",51846.306384223171
2021,1,5,13,0,"SmartMeter",50788.34139643317
2021,1,5,13,15,"SmartMeter",52896.940120515123
2021,1,5,13,30,"SmartMeter",57401.209287686477
2021,1,5,13,45,"SmartMeter",52060.085704993173
2021,1,5,14,0,"SmartMeter",45231.2497480786
2021,1,5,14,15,"SmartMeter",55157.10281897043
2021,1,5,14,30,"SmartMeter",58875.011224290931
2021,1,5,14,45,"SmartMeter",57196.973060614968
2021,1,5,15,0,"SmartMeter",55657.868286510522
2021,1,5,15,15,"SmartMeter",51898.358048866445
2021,1,5,15,30,"SmartMeter",47675.428113255977
2021,1,5,15,45,"SmartMeter",45923.291441327587
2021,1,5,16,0,"SmartMeter",44801.924716973313
2021,1,5,16,15,"SmartMeter",49216.782417683644
2021,1,5,16,30,"SmartMeter",49204.008943063738
2021,1,5,16,45,"SmartMeter",54775.26762450143
2021,1,5,17,0,"SmartMeter",61297.020204337488
2021,1,5,17,15,"SmartMeter",53984.690852808591
2021,1,5,17,30,"SmartMeter",54965.748203201656
2021,1,5,17,45,"SmartMeter",53007.25512065475
2021,1,5,18,0,"SmartMeter",53778.875623902357
2021,1,5,18,15,"SmartMeter",53013.874754273507
2021,1,5,18,30,"SmartMeter",48817.662556305164
2021,1,5,18,45,"SmartMeter",52251.89925067623
2021,1,5,19,0,"SmartMeter",60340.82251245818
2021,1,5,19,15,"SmartMeter",56101.844421850059
2021,1,5,19,30,"SmartMeter",53972.80585711226
2021,1,5,19,45,"SmartMeter",51059.841902935506
2021,1,5,20,0,"SmartMeter",47750.340114085586
2021,1,5,20,15,"SmartMeter",50687.568435010566
2021,1,5,20,30,"SmartMeter",49258.703323277587
2021,1,5,20,45,"SmartMeter",45278.638604645064
2021,1,5,21,0,"SmartMeter",45919.774759461994
2021,1,5,21,15,"SmartMeter",45461.93142579405
2021,1,5,21,30,"SmartMeter",48400.056005155508
2021,1,5,21,45,"SmartMeter",43896.638473704093
2021,1,5,22,0,"SmartMeter",45984.23284800713
2021,1,5,22,15,"SmartMeter",44881.158449565941
2021,1,5,22,30,"SmartMeter",50713.182484862627
2021,1,5,22,45,"SmartMeter",48844.066559672618
2021,1,5,23,0,"SmartMeter",50139.926859837491
2021,1,5,23,15,"SmartMeter",46295.359798484737
2021,1,5,23,30,"SmartMeter",41975.860698960831
2021,1,5,23,45,"SmartMeter",40565.506993574912
2021,1,6,0,0,"SmartMeter",38594.604010251416
2021,1,6,0,15,"SmartMeter",39910.335776497028
2021,1,6,0,30,"SmartMeter",38149.215459578627
2021,1,6,0,45,"SmartMeter",25561.433269986719
2021,1,6,1,0,"SmartMeter",26053.073427984447
2021,1,6,1,15,"SmartMeter",27242.510331806556
2021,1,6,1,30,"SmartMeter",29936.057534359992
2021,1,6,1,45,"SmartMeter",30627.115736069707
2021,1,6,2,0,"SmartMeter",27173.114408508158
2021,1,6,2,15,"SmartMeter",28854.414009846369
2021,1,6,2,30,"SmartMeter",30907.672251082251
2021,1,6,2,45,"SmartMeter",23484.603782098184
2021,1,6,3,0,"SmartMeter",29850.535818877437
2021,1,6,3,15,"SmartMeter",30063.166426482872
2021,1,6,3,30,"SmartMeter",29813.418564384818
2021,1,6,3,45,"SmartMeter",31991.364279354904
2021,1,6,4,0,"SmartMeter",33441.613378886905
2021,1,6,4,15,"SmartMeter",29682.45346446586
2021,1,6,4,30,"SmartMeter",28804.272719002718
2021,1,6,4,45,"SmartMeter",25334.494540543488
2021,1,6,5,0,"SmartMeter",29612.913772227221
2021,1,6,5,15,"SmartMeter",35137.983230311358
2021,1,6,5,30,"SmartMeter",35552.278715796012
2021,1,6,5,45,"SmartMeter",38333.421263482291
2021,1,6,6,0,"SmartMeter",38242.727531378478
2021,1,6,6,15,"SmartMeter",30764.977182766917
2021,1,6,6,30,"SmartMeter",38162.637914862913
2021,1,6,6,45,"SmartMeter",40002.139315711836
2021,1,6,7,0,"SmartMeter",39231.420677174734
2021,1,6,7,15,"SmartMeter",29482.176806552212
2021,1,6,7,30,"SmartMeter",29186.906335722917
