Start date/time,End date/time,Residential load [kW],PV generation [kW],Electricity price [€/MWh],Marginal emission factor [kg CO2eq/kWh]
2021-12-13 16:30:00,2021-12-13 16:45:00,39.46405704824278,0.0,0.32882,0.0
2021-12-13 16:45:00,2021-12-13 17:00:00,44.23296075914094,0.0,0.32882,0.0
2021-12-13 17:00:00,2021-12-13 17:15:00,39.40456702332028,0.0,0.35373000000000004,0.0
2021-12-13 17:15:00,2021-12-13 17:30:00,45.22769018675,0.0,0.35373000000000004,0.0
2021-12-13 17:30:00,2021-12-13 17:45:00,47.77800499133839,0.0,0.35373000000000004,0.0
2021-12-13 17:45:00,2021-12-13 18:00:00,39.26302041225058,0.0,0.35373000000000004,0.0
2021-12-13 18:00:00,2021-12-13 18:15:00,44.155411747093545,0.0,0.27876,0.0
2021-12-13 18:15:00,2021-12-13 18:30:00,45.23335873207,0.0,0.27876,0.0
2021-12-13 18:30:00,2021-12-13 18:45:00,40.21112720582866,0.0,0.27876,0.0
2021-12-13 18:45:00,2021-12-13 19:00:00,34.87240218611083,0.0,0.27876,0.0
2021-12-13 19:00:00,2021-12-13 19:15:00,37.649829880930994,0.0,0.27,0.0
2021-12-13 19:15:00,2021-12-13 19:30:00,35.29170152197882,0.0,0.27,0.0
2021-12-13 19:30:00,2021-12-13 19:45:00,36.02863957785749,0.0,0.27,0.0
2021-12-13 19:45:00,2021-12-13 20:00:00,36.193240440500404,0.0,0.27,0.0
2021-12-13 20:00:00,2021-12-13 20:15:00,33.72943571604003,0.0,0.23663,0.0
2021-12-13 20:15:00,2021-12-13 20:30:00,35.68602641306743,0.0,0.23663,0.0
2021-12-13 20:30:00,2021-12-13 20:45:00,32.525177539409725,0.0,0.23663,0.0
2021-12-13 20:45:00,2021-12-13 21:00:00,29.970138943950786,0.0,0.23663,0.0
2021-12-13 21:00:00,2021-12-13 21:15:00,32.3143137625961,0.0,0.22202000000000002,0.0
2021-12-13 21:15:00,2021-12-13 21:30:00,32.9402825128674,0.0,0.22202000000000002,0.0
2021-12-13 21:30:00,2021-12-13 21:45:00,32.2596554112554,0.0,0.22202000000000002,0.0
2021-12-13 21:45:00,2021-12-13 22:00:00,32.03730254921292,0.0,0.22202000000000002,0.0
2021-12-13 22:00:00,2021-12-13 22:15:00,28.381418844819308,0.0,0.2275,0.0
2021-12-13 22:15:00,2021-12-13 22:30:00,27.378761520694752,0.0,0.2275,0.0
2021-12-13 22:30:00,2021-12-13 22:45:00,36.20753111224726,0.0,0.2275,0.0
2021-12-13 22:45:00,2021-12-13 23:00:00,39.15615609625547,0.0,0.2275,0.0
2021-12-13 23:00:00,2021-12-13 23:15:00,41.025808177933186,0.0,0.19990000000000002,0.0
2021-12-13 23:15:00,2021-12-13 23:30:00,36.21696902457293,0.0,0.19990000000000002,0.0
2021-12-13 23:30:00,2021-12-13 23:45:00,31.46135469670627,0.0,0.19990000000000002,0.0
2021-12-13 23:45:00,2021-12-14 00:00:00,31.98405194476576,0.0,0.19990000000000002,0.0
2021-12-14 00:00:00,2021-12-14 00:15:00,35.64631620022279,0.0,0.19990000000000002,0.0
2021-12-14 00:15:00,2021-12-14 00:30:00,34.47549298245614,0.0,0.19990000000000002,0.0
2021-12-14 00:30:00,2021-12-14 00:45:00,31.579771670117328,0.0,0.19990000000000002,0.0
2021-12-14 00:45:00,2021-12-14 01:00:00,34.72830580296895,0.0,0.19990000000000002,0.0
2021-12-14 01:00:00,2021-12-14 01:15:00,30.3791251179403,0.0,0.14932,0.0
2021-12-14 01:15:00,2021-12-14 01:30:00,28.740814775079986,0.0,0.14932,0.0
2021-12-14 01:30:00,2021-12-14 01:45:00,29.53106867015408,0.0,0.14932,0.0
2021-12-14 01:45:00,2021-12-14 02:00:00,28.592734126984126,0.0,0.14932,0.0
2021-12-14 02:00:00,2021-12-14 02:15:00,28.387049099099105,0.0,0.13277,0.0
2021-12-14 02:15:00,2021-12-14 02:30:00,28.255424611708484,0.0,0.13277,0.0
2021-12-14 02:30:00,2021-12-14 02:45:00,22.974505160298637,0.0,0.13277,0.0
2021-12-14 02:45:00,2021-12-14 03:00:00,15.010985119047621,0.0,0.13277,0.0
2021-12-14 03:00:00,2021-12-14 03:15:00,18.4074965437788,0.0,0.12902000000000002,0.0
2021-12-14 03:15:00,2021-12-14 03:30:00,16.434326190476188,0.0,0.12902000000000002,0.0
2021-12-14 03:30:00,2021-12-14 03:45:00,17.393230392156863,0.0,0.12902000000000002,0.0
2021-12-14 03:45:00,2021-12-14 04:00:00,15.382745833333333,0.0,0.12902000000000002,0.0
2021-12-14 04:00:00,2021-12-14 04:15:00,16.053285281385282,0.0,0.14558000000000001,0.0
2021-12-14 04:15:00,2021-12-14 04:30:00,19.538063186813183,0.0,0.14558000000000001,0.0
2021-12-14 04:30:00,2021-12-14 04:45:00,20.1436468456948,0.0,0.14558000000000001,0.0
2021-12-14 04:45:00,2021-12-14 05:00:00,23.394768571428575,0.0,0.14558000000000001,0.0
2021-12-14 05:00:00,2021-12-14 05:15:00,22.92727,0.0,0.18692,0.0
2021-12-14 05:15:00,2021-12-14 05:30:00,23.85606987468672,0.0,0.18692,0.0
2021-12-14 05:30:00,2021-12-14 05:45:00,22.390660317460316,0.0,0.18692,0.0
2021-12-14 05:45:00,2021-12-14 06:00:00,21.983525865800868,0.0,0.18692,0.0
2021-12-14 06:00:00,2021-12-14 06:15:00,19.46432361111111,0.0,0.20113,0.0
2021-12-14 06:15:00,2021-12-14 06:30:00,19.89714848484848,0.0,0.20113,0.0
2021-12-14 06:30:00,2021-12-14 06:45:00,22.231855303030308,0.0,0.20113,0.0
2021-12-14 06:45:00,2021-12-14 07:00:00,21.40652142857143,0.0,0.20113,0.0
2021-12-14 07:00:00,2021-12-14 07:15:00,17.017390861437413,0.0,0.277,0.0
2021-12-14 07:15:00,2021-12-14 07:30:00,19.088223015873016,0.0,0.277,0.0
2021-12-14 07:30:00,2021-12-14 07:45:00,21.395039976689972,0.0,0.277,0.0
2021-12-14 07:45:00,2021-12-14 08:00:00,32.6031038095238,0.0,0.277,0.0
2021-12-14 08:00:00,2021-12-14 08:15:00,27.484892393390925,0.0,0.33784,0.0
2021-12-14 08:15:00,2021-12-14 08:30:00,29.82103934281405,0.0,0.33784,0.0
2021-12-14 08:30:00,2021-12-14 08:45:00,31.605927797956642,0.0,0.33784,0.0
2021-12-14 08:45:00,2021-12-14 09:00:00,23.721402380952384,0.0,0.33784,0.0
2021-12-14 09:00:00,2021-12-14 09:15:00,27.453574696028202,0.12565666666666664,0.36371,0.0
2021-12-14 09:15:00,2021-12-14 09:30:00,25.53104338537524,2.5930798333333342,0.36371,0.0
2021-12-14 09:30:00,2021-12-14 09:45:00,30.707191897254823,4.944163833333333,0.36371,0.0
2021-12-14 09:45:00,2021-12-14 10:00:00,30.938178743213406,3.543003166666668,0.36371,0.0
2021-12-14 10:00:00,2021-12-14 10:15:00,32.782745251641856,2.00261125,0.36260000000000003,0.0
2021-12-14 10:15:00,2021-12-14 10:30:00,33.12940968654923,1.2366073666666666,0.36260000000000003,0.0
2021-12-14 10:30:00,2021-12-14 10:45:00,33.71569898029386,3.087122499999999,0.36260000000000003,0.0
2021-12-14 10:45:00,2021-12-14 11:00:00,28.063058417324708,5.5617516666666695,0.36260000000000003,0.0
2021-12-14 11:00:00,2021-12-14 11:15:00,30.613246079295898,7.808543583333336,0.34,0.0
2021-12-14 11:15:00,2021-12-14 11:30:00,34.51744261700607,7.20462433333333,0.34,0.0
2021-12-14 11:30:00,2021-12-14 11:45:00,31.118054836494125,7.095311,0.34,0.0
2021-12-14 11:45:00,2021-12-14 12:00:00,28.928535208504258,6.535186833333332,0.34,0.0
2021-12-14 12:00:00,2021-12-14 12:15:00,28.718175586368183,6.933900833333333,0.30010000000000003,0.0
2021-12-14 12:15:00,2021-12-14 12:30:00,28.69724200984493,4.987158277777777,0.30010000000000003,0.0
2021-12-14 12:30:00,2021-12-14 12:45:00,30.7894681951007,3.0555958000000003,0.30010000000000003,0.0
2021-12-14 12:45:00,2021-12-14 13:00:00,25.012763586509422,5.128523833333329,0.30010000000000003,0.0
2021-12-14 13:00:00,2021-12-14 13:15:00,25.558312857781925,2.6661699666666685,0.304,0.0
2021-12-14 13:15:00,2021-12-14 13:30:00,29.99418116295849,1.22236,0.304,0.0
2021-12-14 13:30:00,2021-12-14 13:45:00,26.4348349933978,1.7520643333333337,0.304,0.0
2021-12-14 13:45:00,2021-12-14 14:00:00,22.943296411548246,1.7387105,0.304,0.0
2021-12-14 14:00:00,2021-12-14 14:15:00,23.958830924062305,2.6839815,0.3135,0.0
2021-12-14 14:15:00,2021-12-14 14:30:00,30.763914105380724,1.7809523333333341,0.3135,0.0
2021-12-14 14:30:00,2021-12-14 14:45:00,35.07966885921388,1.1506327499999995,0.3135,0.0
2021-12-14 14:45:00,2021-12-14 15:00:00,30.55733875360565,0.6914682500000001,0.3135,0.0
2021-12-14 15:00:00,2021-12-14 15:15:00,32.19068340159634,0.32958999999999994,0.35164999999999996,0.0
2021-12-14 15:15:00,2021-12-14 15:30:00,36.51504138129789,0.19445116666666665,0.35164999999999996,0.0
2021-12-14 15:30:00,2021-12-14 15:45:00,33.00535616057662,0.0,0.35164999999999996,0.0
2021-12-14 15:45:00,2021-12-14 16:00:00,33.54028825435855,0.0,0.35164999999999996,0.0
2021-12-14 16:00:00,2021-12-14 16:15:00,38.48738299415588,0.0,0.3734,0.0
2021-12-14 16:15:00,2021-12-14 16:30:00,34.80974719269116,0.0,0.3734,0.0
2021-12-14 16:30:00,2021-12-14 16:45:00,33.197442960106365,0.0,0.3734,0.0
2021-12-14 16:45:00,2021-12-14 17:00:00,35.254531623741364,0.0,0.3734,0.0
2021-12-14 17:00:00,2021-12-14 17:15:00,41.629598552234384,0.0,0.4,0.0
2021-12-14 17:15:00,2021-12-14 17:30:00,41.398869567276996,0.0,0.4,0.0
2021-12-14 17:30:00,2021-12-14 17:45:00,38.402956814475246,0.0,0.4,0.0
2021-12-14 17:45:00,2021-12-14 18:00:00,37.63144157682489,0.0,0.4,0.0
2021-12-14 18:00:00,2021-12-14 18:15:00,37.21956777871638,0.0,0.3935,0.0
2021-12-14 18:15:00,2021-12-14 18:30:00,33.64817400407244,0.0,0.3935,0.0
2021-12-14 18:30:00,2021-12-14 18:45:00,37.945574771906834,0.0,0.3935,0.0
2021-12-14 18:45:00,2021-12-14 19:00:00,40.21570654736,0.0,0.3935,0.0
2021-12-14 19:00:00,2021-12-14 19:15:00,36.72602258297259,0.0,0.35968,0.0
2021-12-14 19:15:00,2021-12-14 19:30:00,40.91484336424669,0.0,0.35968,0.0
2021-12-14 19:30:00,2021-12-14 19:45:00,41.59271968253968,0.0,0.35968,0.0
2021-12-14 19:45:00,2021-12-14 20:00:00,39.31589515048905,0.0,0.35968,0.0
2021-12-14 20:00:00,2021-12-14 20:15:00,36.19281188831405,0.0,0.33788999999999997,0.0
2021-12-14 20:15:00,2021-12-14 20:30:00,32.25756422171019,0.0,0.33788999999999997,0.0
2021-12-14 20:30:00,2021-12-14 20:45:00,30.639642948728486,0.0,0.33788999999999997,0.0
2021-12-14 20:45:00,2021-12-14 21:00:00,31.10195867228607,0.0,0.33788999999999997,0.0
2021-12-14 21:00:00,2021-12-14 21:15:00,27.10896534088044,0.0,0.28782,0.0
2021-12-14 21:15:00,2021-12-14 21:30:00,32.132429264504935,0.0,0.28782,0.0
